datetime,open,high,low,close,volume
2025-08-31 12:15:00+00:00,2.8174,2.8186,2.8131,2.8147,1422682.2
2025-08-31 12:30:00+00:00,2.8148,2.8195,2.8134,2.8163,1281840.4
2025-08-31 12:45:00+00:00,2.8164,2.8199,2.8115,2.8181,1466824.3
2025-08-31 13:00:00+00:00,2.8178,2.8224,2.8126,2.8149,1615321.6
2025-08-31 13:15:00+00:00,2.8148,2.8239,2.8137,2.8193,1459683.3
2025-08-31 13:30:00+00:00,2.8197,2.821,2.8057,2.8113,1464580.4
2025-08-31 13:45:00+00:00,2.8114,2.8157,2.8084,2.8122,1122642.1
2025-08-31 14:00:00+00:00,2.8121,2.8151,2.8016,2.8057,1819826.4
2025-08-31 14:15:00+00:00,2.8057,2.8092,2.802,2.8083,1337448.0
2025-08-31 14:30:00+00:00,2.8083,2.8173,2.8076,2.8138,1867219.1
2025-08-31 14:45:00+00:00,2.8138,2.8158,2.8075,2.8096,1351219.5
2025-08-31 15:00:00+00:00,2.8097,2.8256,2.8084,2.8144,2709338.1
2025-08-31 15:15:00+00:00,2.8143,2.818,2.8116,2.816,1451246.2
2025-08-31 15:30:00+00:00,2.8159,2.8229,2.8138,2.8223,1743888.8
2025-08-31 15:45:00+00:00,2.8221,2.8252,2.8207,2.8228,1492942.8
2025-08-31 16:00:00+00:00,2.8227,2.8229,2.8097,2.8113,2183263.0
