datetime,open,high,low,close,volume
2025-09-06 23:45:00+00:00,2.8121,2.8123,2.8098,2.8109,582325.6
2025-09-07 00:00:00+00:00,2.8108,2.8155,2.81,2.8152,824841.4
2025-09-07 00:15:00+00:00,2.8153,2.8154,2.8132,2.8135,531423.2
2025-09-07 00:30:00+00:00,2.8135,2.8168,2.8117,2.8165,719546.8
2025-09-07 00:45:00+00:00,2.8166,2.8182,2.8152,2.8161,677079.0
2025-09-07 01:00:00+00:00,2.8162,2.8209,2.816,2.8208,861710.0
2025-09-07 01:15:00+00:00,2.8207,2.823,2.8191,2.8213,781978.2
2025-09-07 01:30:00+00:00,2.8213,2.8228,2.8205,2.8226,651170.5
2025-09-07 01:45:00+00:00,2.8226,2.8249,2.8219,2.8221,855867.8
2025-09-07 02:00:00+00:00,2.8221,2.8223,2.8176,2.8197,626329.2
2025-09-07 02:15:00+00:00,2.8198,2.8207,2.8162,2.8207,610410.6
2025-09-07 02:30:00+00:00,2.8207,2.8233,2.8204,2.8226,648412.1
2025-09-07 02:45:00+00:00,2.8225,2.825,2.821,2.8234,623342.9
2025-09-07 03:00:00+00:00,2.8235,2.8243,2.8211,2.8212,547425.8
2025-09-07 03:15:00+00:00,2.8213,2.8252,2.8212,2.8252,598217.7
2025-09-07 03:30:00+00:00,2.8251,2.8266,2.8235,2.8236,577844.8
