datetime,open,high,low,close,volume
2025-09-15 08:45:00+00:00,2.9828,2.9835,2.9563,2.9609,9134111.1
2025-09-15 09:00:00+00:00,2.9609,2.9829,2.9545,2.9744,6506300.1
2025-09-15 09:15:00+00:00,2.9743,2.9845,2.9682,2.9808,2076644.9
2025-09-15 09:30:00+00:00,2.9806,2.9861,2.9788,2.9826,1337603.1
2025-09-15 09:45:00+00:00,2.9825,2.9839,2.9772,2.9786,1302435.6
2025-09-15 10:00:00+00:00,2.9787,2.9796,2.9683,2.9715,1370640.1
2025-09-15 10:15:00+00:00,2.9716,2.9773,2.9695,2.9754,1458660.8
2025-09-15 10:30:00+00:00,2.9754,2.9814,2.97,2.9796,1696860.9
2025-09-15 10:45:00+00:00,2.9796,2.9838,2.9761,2.9809,1148061.6
2025-09-15 11:00:00+00:00,2.9812,2.9915,2.9784,2.9914,1474204.9
2025-09-15 11:15:00+00:00,2.9912,2.9969,2.9862,2.9911,1353438.7
2025-09-15 11:30:00+00:00,2.9909,2.9972,2.988,2.9955,1209544.7
2025-09-15 11:45:00+00:00,2.9956,3.0023,2.9923,3.0009,1704024.9
2025-09-15 12:00:00+00:00,3.001,3.0022,2.9876,2.9951,1783252.6
2025-09-15 12:15:00+00:00,2.9951,3.0024,2.9892,2.9896,1695037.2
2025-09-15 12:30:00+00:00,2.9896,2.998,2.9885,2.9968,1635096.0
