datetime,open,high,low,close,volume
2025-09-13 05:45:00+00:00,3.1043,3.1065,3.1014,3.1031,753884.3
2025-09-13 06:00:00+00:00,3.1031,3.1161,3.1022,3.1131,1172879.8
2025-09-13 06:15:00+00:00,3.113,3.1142,3.1066,3.1095,1015133.3
2025-09-13 06:30:00+00:00,3.1096,3.1138,3.1083,3.1112,1606907.8
2025-09-13 06:45:00+00:00,3.1113,3.1191,3.1104,3.1183,2043481.5
2025-09-13 07:00:00+00:00,3.1183,3.1227,3.1139,3.1222,1210345.1
2025-09-13 07:15:00+00:00,3.1223,3.1245,3.1162,3.1169,1331553.3
2025-09-13 07:30:00+00:00,3.1169,3.1223,3.1162,3.1177,868665.9
2025-09-13 07:45:00+00:00,3.1177,3.1213,3.1168,3.1189,942914.0
2025-09-13 08:00:00+00:00,3.119,3.1198,3.1123,3.1163,885928.7
2025-09-13 08:15:00+00:00,3.1162,3.1254,3.1138,3.1244,1074955.7
2025-09-13 08:30:00+00:00,3.1247,3.1441,3.1241,3.1411,2123251.6
2025-09-13 08:45:00+00:00,3.1414,3.1473,3.1383,3.1456,2514743.1
2025-09-13 09:00:00+00:00,3.1456,3.1732,3.141,3.1681,5716990.3
2025-09-13 09:15:00+00:00,3.1681,3.173,3.1607,3.1644,2671437.8
2025-09-13 09:30:00+00:00,3.1645,3.1776,3.1622,3.1763,2042411.7
