datetime,open,high,low,close,volume
2025-09-02 23:30:00+00:00,2.8545,2.8617,2.8507,2.8569,1278605.5
2025-09-02 23:45:00+00:00,2.8569,2.8649,2.8563,2.8624,1757632.8
2025-09-03 00:00:00+00:00,2.8623,2.8635,2.8512,2.8567,1720521.6
2025-09-03 00:15:00+00:00,2.8568,2.8645,2.8488,2.8615,2117080.7
2025-09-03 00:30:00+00:00,2.8614,2.8637,2.8496,2.8503,1793501.5
2025-09-03 00:45:00+00:00,2.8501,2.8518,2.8376,2.8416,1790968.7
2025-09-03 01:00:00+00:00,2.8415,2.8423,2.8285,2.8294,1488575.2
2025-09-03 01:15:00+00:00,2.8297,2.8365,2.826,2.8288,1379497.1
2025-09-03 01:30:00+00:00,2.8289,2.8354,2.8282,2.8351,1054508.8
2025-09-03 01:45:00+00:00,2.8349,2.8494,2.8308,2.8481,1487004.4
2025-09-03 02:00:00+00:00,2.8477,2.8659,2.8468,2.8548,2448991.4
2025-09-03 02:15:00+00:00,2.8549,2.8656,2.8542,2.8594,1801638.7
2025-09-03 02:30:00+00:00,2.8591,2.8617,2.8505,2.8554,1275287.9
2025-09-03 02:45:00+00:00,2.8553,2.8591,2.8508,2.8514,1049362.7
2025-09-03 03:00:00+00:00,2.8513,2.8519,2.8407,2.8411,1203882.1
2025-09-03 03:15:00+00:00,2.8412,2.8449,2.8376,2.8407,1233567.4
