datetime,open,high,low,close,volume
2025-09-05 03:00:00+00:00,2.8112,2.8114,2.8026,2.8028,2466358.8
2025-09-05 03:15:00+00:00,2.8028,2.8064,2.798,2.7991,2067064.8
2025-09-05 03:30:00+00:00,2.7991,2.8042,2.7986,2.8038,1665203.3
2025-09-05 03:45:00+00:00,2.8036,2.8082,2.8013,2.8075,1682624.3
2025-09-05 04:00:00+00:00,2.8075,2.8087,2.804,2.8046,2718414.4
2025-09-05 04:15:00+00:00,2.8046,2.8103,2.804,2.8088,1547073.1
2025-09-05 04:30:00+00:00,2.8089,2.8171,2.8089,2.8169,2239865.0
2025-09-05 04:45:00+00:00,2.8168,2.8188,2.8141,2.8168,1860475.2
2025-09-05 05:00:00+00:00,2.8167,2.8198,2.8135,2.8194,1725641.4
2025-09-05 05:15:00+00:00,2.8194,2.8219,2.8151,2.8161,1912612.7
2025-09-05 05:30:00+00:00,2.8161,2.8187,2.8122,2.8162,1980311.1
2025-09-05 05:45:00+00:00,2.8163,2.8183,2.8113,2.8127,1878929.1
2025-09-05 06:00:00+00:00,2.8127,2.8135,2.8063,2.8078,2004074.3
2025-09-05 06:15:00+00:00,2.8078,2.8097,2.8045,2.8067,2135528.8
2025-09-05 06:30:00+00:00,2.8068,2.8137,2.8059,2.8131,1358264.3
2025-09-05 06:45:00+00:00,2.8131,2.8152,2.8107,2.8147,1824817.4
