datetime,open,high,low,close,volume
2025-09-12 07:30:00+00:00,3.0551,3.0602,3.0488,3.0596,1509062.5
2025-09-12 07:45:00+00:00,3.0597,3.0743,3.0566,3.0683,2494563.9
2025-09-12 08:00:00+00:00,3.0683,3.072,3.0581,3.0591,1722761.6
2025-09-12 08:15:00+00:00,3.0587,3.0662,3.0489,3.0628,1909432.2
2025-09-12 08:30:00+00:00,3.0629,3.0635,3.0526,3.0537,1653258.3
2025-09-12 08:45:00+00:00,3.0536,3.0572,3.0503,3.0564,1401912.1
2025-09-12 09:00:00+00:00,3.0563,3.0585,3.0496,3.0554,1743033.1
2025-09-12 09:15:00+00:00,3.0552,3.0576,3.0488,3.0502,1372846.3
2025-09-12 09:30:00+00:00,3.0501,3.0538,3.045,3.0469,1508123.0
2025-09-12 09:45:00+00:00,3.0469,3.0513,3.0449,3.0496,1479770.7
2025-09-12 10:00:00+00:00,3.0494,3.0514,3.0402,3.0456,1751727.7
2025-09-12 10:15:00+00:00,3.0456,3.0495,3.0427,3.043,1209017.4
2025-09-12 10:30:00+00:00,3.0429,3.0477,3.0422,3.0451,961831.8
2025-09-12 10:45:00+00:00,3.0451,3.0468,3.0419,3.0444,1020560.6
2025-09-12 11:00:00+00:00,3.0445,3.0514,3.0416,3.0478,1378177.1
2025-09-12 11:15:00+00:00,3.0479,3.054,3.0472,3.0526,1472389.7
