datetime,open,high,low,close,volume
2025-08-06 16:00:00+00:00,3.0046,3.0153,2.9899,2.996,1777070.3
2025-08-06 16:15:00+00:00,2.9958,3.0021,2.9876,2.9879,784126.0
2025-08-06 16:30:00+00:00,2.9879,2.9935,2.9768,2.9781,916949.1
2025-08-06 16:45:00+00:00,2.9777,2.987,2.9768,2.9819,467393.4
2025-08-06 17:00:00+00:00,2.9817,2.9841,2.9702,2.9797,451932.7
2025-08-06 17:15:00+00:00,2.9795,2.9904,2.9791,2.9904,515605.3
2025-08-06 17:30:00+00:00,2.9905,2.9999,2.9828,2.9999,375373.9
2025-08-06 17:45:00+00:00,3.0,3.0046,2.9962,3.0041,459654.3
2025-08-06 18:00:00+00:00,3.0042,3.0169,3.0042,3.0166,389137.6
2025-08-06 18:15:00+00:00,3.0169,3.0194,3.0013,3.0084,502193.6
2025-08-06 18:30:00+00:00,3.0084,3.0131,2.999,3.0001,598678.7
2025-08-06 18:45:00+00:00,3.0002,3.0056,2.9965,3.0025,309049.7
2025-08-06 19:00:00+00:00,3.0026,3.0129,3.0022,3.0116,421663.9
2025-08-06 19:15:00+00:00,3.0116,3.0153,3.0081,3.0091,386159.0
2025-08-06 19:30:00+00:00,3.0091,3.0109,3.0043,3.0061,364967.6
2025-08-06 19:45:00+00:00,3.0061,3.013,2.9994,3.0128,541290.1
