datetime,open,high,low,close,volume
2025-09-18 18:30:00+00:00,3.1185,3.1197,3.1047,3.1101,2465777.2
2025-09-18 18:45:00+00:00,3.1101,3.1199,3.1101,3.118,2113199.1
2025-09-18 19:00:00+00:00,3.118,3.1182,3.1107,3.1114,1824726.2
2025-09-18 19:15:00+00:00,3.1114,3.112,3.1011,3.1022,1807525.7
2025-09-18 19:30:00+00:00,3.1022,3.1041,3.0896,3.0995,3221184.9
2025-09-18 19:45:00+00:00,3.0993,3.1169,3.0988,3.1085,3715721.9
2025-09-18 20:00:00+00:00,3.109,3.1097,3.0999,3.102,2306425.1
2025-09-18 20:15:00+00:00,3.1018,3.1034,3.0965,3.0995,1523699.1
2025-09-18 20:30:00+00:00,3.0993,3.1027,3.094,3.1012,2811144.8
2025-09-18 20:45:00+00:00,3.101,3.107,3.0998,3.1017,1169447.6
2025-09-18 21:00:00+00:00,3.1016,3.1041,3.088,3.0896,1463653.9
2025-09-18 21:15:00+00:00,3.0896,3.0933,3.0878,3.0912,1103812.5
2025-09-18 21:30:00+00:00,3.0916,3.0944,3.088,3.0896,446091.6
2025-09-18 21:45:00+00:00,3.0896,3.091,3.0843,3.0857,320374.8
2025-09-18 22:00:00+00:00,3.0856,3.0866,3.0763,3.0772,2022568.5
2025-09-18 22:15:00+00:00,3.0772,3.0859,3.077,3.0806,1226753.8
