datetime,open,high,low,close,volume
2025-09-10 00:30:00+00:00,2.9368,2.9515,2.9354,2.9506,1334168.0
2025-09-10 00:45:00+00:00,2.9506,2.9515,2.9361,2.9373,1451903.5
2025-09-10 01:00:00+00:00,2.9375,2.9461,2.9363,2.9456,1056620.6
2025-09-10 01:15:00+00:00,2.9455,2.9561,2.9453,2.9485,1548498.3
2025-09-10 01:30:00+00:00,2.9485,2.9553,2.9473,2.9506,1372574.5
2025-09-10 01:45:00+00:00,2.951,2.9521,2.9459,2.9497,939292.9
2025-09-10 02:00:00+00:00,2.9492,2.9593,2.9491,2.9566,1909308.8
2025-09-10 02:15:00+00:00,2.9565,2.9643,2.9543,2.9598,1783009.4
2025-09-10 02:30:00+00:00,2.9598,2.9648,2.9592,2.9626,1265333.6
2025-09-10 02:45:00+00:00,2.9625,2.9642,2.9573,2.9595,858996.5
2025-09-10 03:00:00+00:00,2.9596,2.9597,2.9528,2.958,972110.7
2025-09-10 03:15:00+00:00,2.958,2.9617,2.9557,2.9571,1129979.2
2025-09-10 03:30:00+00:00,2.9573,2.962,2.9571,2.9599,661315.6
2025-09-10 03:45:00+00:00,2.96,2.9644,2.9594,2.9632,758901.8
2025-09-10 04:00:00+00:00,2.9631,2.9645,2.9579,2.9642,907183.9
2025-09-10 04:15:00+00:00,2.9641,2.9659,2.9593,2.9622,625438.3
