datetime,open,high,low,close,volume
2025-09-17 16:00:00+00:00,3.024,3.024,3.0116,3.0155,2070104.5
2025-09-17 16:15:00+00:00,3.0156,3.0189,3.0112,3.0187,1451806.0
2025-09-17 16:30:00+00:00,3.0187,3.0213,3.0142,3.0201,1324657.8
2025-09-17 16:45:00+00:00,3.0202,3.0262,3.0186,3.0234,1448759.2
2025-09-17 17:00:00+00:00,3.0236,3.0253,3.0191,3.0223,1462992.9
2025-09-17 17:15:00+00:00,3.0223,3.0308,3.0203,3.0302,1586531.2
2025-09-17 17:30:00+00:00,3.0305,3.0498,3.0303,3.0427,3898604.1
2025-09-17 17:45:00+00:00,3.0427,3.0717,3.0161,3.0185,5464857.6
2025-09-17 18:00:00+00:00,3.0188,3.0664,3.0122,3.0177,26299878.6
2025-09-17 18:15:00+00:00,3.0175,3.0435,3.0067,3.0387,10095983.0
2025-09-17 18:30:00+00:00,3.0387,3.04,2.9917,2.995,10557575.0
2025-09-17 18:45:00+00:00,2.9951,3.0101,2.9829,2.9995,7495406.6
2025-09-17 19:00:00+00:00,2.9994,3.0325,2.9965,3.0212,6020059.9
2025-09-17 19:15:00+00:00,3.0213,3.0361,3.0115,3.0294,3465068.3
2025-09-17 19:30:00+00:00,3.0294,3.045,3.026,3.0403,3647568.4
2025-09-17 19:45:00+00:00,3.0404,3.0436,3.0331,3.0341,4217014.6
